gom	Goan Konkani	IN	0:00:03.067427	done	2020-08-25 01:40:45.115054
gom	Goan Konkani		0:00:03.222042	done	2020-08-25 01:40:48.339520
gor	Gorontalo	ID	0:00:02.596396	done	2020-08-25 01:40:50.966060
gor	Gorontalo		0:00:02.640380	done	2020-08-25 01:40:53.609185
gu	Gujarati	IN	0:00:26.560736	done	2020-08-25 01:41:20.323609
gu	Gujarati		0:00:26.673746	done	2020-08-25 01:41:47.000035
gv	Manx	IM	0:00:02.190636	done	2020-08-25 01:41:49.223516
gv	Manx		0:00:02.189404	done	2020-08-25 01:41:51.415039
ha	Hausa	NG	0:00:04.819075	done	2020-08-25 01:41:56.263640
ha	Hausa	NE	0:00:01.702456	done	2020-08-25 01:41:57.967971
ha	Hausa		0:00:04.958054	done	2020-08-25 01:42:02.928241
hak	Hakka	CN	0:00:02.985340	done	2020-08-25 01:42:05.950491
hak	Hakka		0:00:03.146671	done	2020-08-25 01:42:09.099883
haw	Hawaiian	US	0:00:01.532436	done	2020-08-25 01:42:10.658668
haw	Hawaiian		0:00:01.513754	done	2020-08-25 01:42:12.175442
he	Hebrew	IL	0:01:05.371201	done	2020-08-25 01:43:19.130122
he	Hebrew		0:01:10.606941	done	2020-08-25 01:44:29.739690
hi	Hindi	IN	0:01:03.820853	done	2020-08-25 01:45:34.215902
hi	Hindi		0:01:14.979439	done	2020-08-25 01:46:49.198817
hif	Fiji Hindi	FJ	0:00:04.326684	done	2020-08-25 01:46:53.591465
hif	Fiji Hindi		0:00:04.338993	done	2020-08-25 01:46:57.932802
ho	Hiri Motu	PG	0:00:00.624729	done	2020-08-25 01:46:58.578473
ho	Hiri Motu		0:00:00.632028	done	2020-08-25 01:46:59.212555
hr	Croatian	HR	0:00:29.918457	done	2020-08-25 01:47:29.875761
hr	Croatian	AT	0:00:05.980377	done	2020-08-25 01:47:35.858752
hr	Croatian	ME	0:00:08.109244	done	2020-08-25 01:47:43.970062
hr	Croatian	BA	0:00:11.311595	done	2020-08-25 01:47:55.284808
hr	Croatian	RS	0:00:05.203192	done	2020-08-25 01:48:00.489990
hr	Croatian		0:00:37.457981	done	2020-08-25 01:48:37.950550
hsb	Upper Sorbian	DE	0:00:04.920699	done	2020-08-25 01:48:42.967371
hsb	Upper Sorbian		0:00:04.988828	done	2020-08-25 01:48:47.958527
ht	Haitian Creole	HT	0:00:07.286598	done	2020-08-25 01:48:55.484257
ht	Haitian Creole		0:00:07.338956	done	2020-08-25 01:49:02.825937
hu	Hungarian	RO	0:00:20.669297	done	2020-08-25 01:49:26.016375
hu	Hungarian	AT	0:00:23.362067	done	2020-08-25 01:49:49.381508
hu	Hungarian	SI	0:00:10.309843	done	2020-08-25 01:49:59.694237
hu	Hungarian	UA	0:00:10.961646	done	2020-08-25 01:50:10.658904
hu	Hungarian	RS	0:00:10.914299	done	2020-08-25 01:50:21.577436
hu	Hungarian	HU	0:01:19.616411	done	2020-08-25 01:51:41.196420
hu	Hungarian	SK	0:00:17.723600	done	2020-08-25 01:51:58.922134
hu	Hungarian		0:01:39.264818	done	2020-08-25 01:53:38.189211
hy	Armenian	IR	0:00:06.459803	done	2020-08-25 01:53:46.066839
hy	Armenian	GE	0:00:07.311584	done	2020-08-25 01:53:53.381219
hy	Armenian	AZ	0:00:10.221358	done	2020-08-25 01:54:03.605166
hy	Armenian	AM	0:00:25.743248	done	2020-08-25 01:54:29.350627
hy	Armenian		0:00:33.318780	done	2020-08-25 01:55:02.671709
hz	Herero	BW	0:00:00.645658	done	2020-08-25 01:55:03.398076
hz	Herero	NA	0:00:00.622438	done	2020-08-25 01:55:04.022620
hz	Herero		0:00:00.610940	done	2020-08-25 01:55:04.635631
id	Indonesian	ID	0:02:35.782650	done	2020-08-25 01:57:42.957980
id	Indonesian		0:02:53.996665	done	2020-08-25 02:00:36.958012
ig	Igbo	NG	0:00:02.742535	done	2020-08-25 02:00:39.848418
ig	Igbo		0:00:02.997708	done	2020-08-25 02:00:42.848392
ii	Nuosu language	CN	0:00:01.480420	done	2020-08-25 02:00:44.350309
ii	Nuosu language		0:00:01.453506	done	2020-08-25 02:00:45.806547
ik	Inupiat	US	0:00:01.499201	done	2020-08-25 02:00:47.329422
ik	Inupiat		0:00:01.462688	done	2020-08-25 02:00:48.794552
ilo	Ilocano	PH	0:00:03.480835	done	2020-08-25 02:00:52.358568
ilo	Ilocano		0:00:03.188738	done	2020-08-25 02:00:55.550842
inh	Ingush	RU	0:00:01.485761	done	2020-08-25 02:00:57.062097
inh	Ingush		0:00:01.501743	done	2020-08-25 02:00:58.566055
is	Icelandic	IS	0:00:09.401783	done	2020-08-25 02:01:08.195323
is	Icelandic		0:00:13.342210	done	2020-08-25 02:01:21.540217
it	Italian	SI	0:00:35.874336	done	2020-08-25 02:02:07.674703
it	Italian	IT	0:06:33.600302	done	2020-08-25 02:08:41.278311
it	Italian	HR	0:00:44.488609	done	2020-08-25 02:09:25.770502
it	Italian	VA	0:00:52.673629	done	2020-08-25 02:10:18.446296
it	Italian	SM	0:00:49.363035	done	2020-08-25 02:11:07.811555
it	Italian	CH	0:00:52.119952	done	2020-08-25 02:11:59.935200
it	Italian		0:06:42.780210	done	2020-08-25 02:18:42.718511
iu	Inuktitut	CA	0:00:01.748799	done	2020-08-25 02:18:45.157489
iu	Inuktitut		0:00:01.513195	done	2020-08-25 02:18:46.673346
ja	Japanese	JP	0:13:14.005056	done	2020-08-25 02:32:07.837982
ja	Japanese		0:12:37.745635	done	2020-08-25 02:44:45.586817
jam	Jamaican Patois	JM	0:00:02.730404	done	2020-08-25 02:44:48.841307
jam	Jamaican Patois		0:00:02.417026	done	2020-08-25 02:44:51.260870
jv	Javanese	ID	0:00:31.654180	done	2020-08-25 02:45:23.269063
jv	Javanese		0:00:50.569908	done	2020-08-25 02:46:13.841654
ka	Georgian	GE	0:00:16.818986	done	2020-08-25 02:46:31.280417
ka	Georgian		0:00:20.265737	done	2020-08-25 02:46:51.549012
kaa	Karakalpak	UZ	0:00:01.981207	done	2020-08-25 02:46:53.592400
kaa	Karakalpak		0:00:01.967872	done	2020-08-25 02:46:55.563208
kab	Kabyle	DZ	0:00:02.037297	done	2020-08-25 02:46:57.631949
kab	Kabyle		0:00:02.095341	done	2020-08-25 02:46:59.729792
kbd	Kabardian	RU	0:00:01.557824	done	2020-08-25 02:47:01.308852
kbd	Kabardian		0:00:01.749574	done	2020-08-25 02:47:03.061283
kbp	Kabiye	TG	0:00:01.639073	done	2020-08-25 02:47:04.726764
kbp	Kabiye	BJ	0:00:00.785793	done	2020-08-25 02:47:05.515100
kbp	Kabiye		0:00:02.210298	done	2020-08-25 02:47:07.727832
kg	Kongo	AO	0:00:01.683121	done	2020-08-25 02:47:09.438530
kg	Kongo	CD	0:00:01.828581	done	2020-08-25 02:47:11.269702
kg	Kongo	CG	0:00:01.583185	done	2020-08-25 02:47:12.855890
kg	Kongo		0:00:02.057732	done	2020-08-25 02:47:14.916115
ki	Gikuyu	KE	0:00:01.393093	done	2020-08-25 02:47:16.336017
ki	Gikuyu		0:00:01.411885	done	2020-08-25 02:47:17.750524
kj	Kwanyama	AO	0:00:00.695191	done	2020-08-25 02:47:18.465040
kj	Kwanyama	NA	0:00:00.759766	done	2020-08-25 02:47:19.227484
kj	Kwanyama		0:00:00.738088	done	2020-08-25 02:47:19.968847
kk	Kazakh	MN	0:00:06.033720	done	2020-08-25 02:47:27.197155
kk	Kazakh	CN	0:00:05.861896	done	2020-08-25 02:47:33.062227
kk	Kazakh	UZ	0:00:06.727676	done	2020-08-25 02:47:39.792836
kk	Kazakh	KZ	0:00:41.143504	done	2020-08-25 02:48:20.939065
kk	Kazakh		0:00:47.407916	done	2020-08-25 02:49:08.349175
kl	Greenlandic	GL	0:00:01.650312	done	2020-08-25 02:49:10.082131
kl	Greenlandic		0:00:01.644653	done	2020-08-25 02:49:11.728847
km	Khmer	VN	0:00:01.633078	done	2020-08-25 02:49:13.400502
km	Khmer	KH	0:00:04.803545	done	2020-08-25 02:49:18.206353
km	Khmer		0:00:05.425581	done	2020-08-25 02:49:23.634338
kn	Kannada	IN	0:00:05.575974	done	2020-08-25 02:49:29.305622
kn	Kannada		0:00:08.119579	done	2020-08-25 02:49:37.427713
ko	Korean	KR	0:03:01.776158	done	2020-08-25 02:52:41.979632
ko	Korean	KP	0:00:20.150517	done	2020-08-25 02:53:02.133372
ko	Korean		0:03:07.399834	done	2020-08-25 02:56:09.535577
koi	Komi-Permyak	RU	0:00:01.642538	done	2020-08-25 02:56:11.329265
koi	Komi-Permyak		0:00:01.834531	done	2020-08-25 02:56:13.166175
kr	Kanuri	CM	0:00:00.631787	done	2020-08-25 02:56:13.817616
kr	Kanuri	TD	0:00:00.623730	done	2020-08-25 02:56:14.444726
kr	Kanuri	NG	0:00:00.617197	done	2020-08-25 02:56:15.064123
kr	Kanuri	NE	0:00:00.612955	done	2020-08-25 02:56:15.679297
kr	Kanuri		0:00:00.621744	done	2020-08-25 02:56:16.303416
krc	Karachay-Balkar	RU	0:00:01.417994	done	2020-08-25 02:56:17.743076
krc	Karachay-Balkar		0:00:01.502712	done	2020-08-25 02:56:19.248999
ks	Kashmiri	PK	0:00:00.630591	done	2020-08-25 02:56:19.898619
ks	Kashmiri	IN	0:00:01.368428	done	2020-08-25 02:56:21.270675
ks	Kashmiri		0:00:01.355320	done	2020-08-25 02:56:22.628113
ksh	Ripuarian language	DE	0:00:02.534499	done	2020-08-25 02:56:25.185807
ksh	Ripuarian language		0:00:03.008640	done	2020-08-25 02:56:28.196532
ku	Kurdish	AZ	0:00:00.826113	done	2020-08-25 02:56:29.146407
ku	Kurdish	SY	0:00:01.867429	done	2020-08-25 02:56:31.016149
ku	Kurdish	TR	0:00:04.807866	done	2020-08-25 02:56:35.826289
ku	Kurdish	IR	0:00:05.442945	done	2020-08-25 02:56:41.271569
ku	Kurdish	IQ	0:00:02.749590	done	2020-08-25 02:56:44.023588
ku	Kurdish	AM	0:00:01.907277	done	2020-08-25 02:56:45.933658
ku	Kurdish		0:00:09.292886	done	2020-08-25 02:56:55.229440
kv	Komi-Zyrian	RU	0:00:03.736497	done	2020-08-25 02:56:59.006078
kv	Komi-Zyrian		0:00:03.538744	done	2020-08-25 02:57:02.547130
kw	Cornish	GB	0:00:02.269458	done	2020-08-25 02:57:04.843217
kw	Cornish		0:00:02.473962	done	2020-08-25 02:57:07.319542
ky	Kyrgyz	CN	0:00:02.256500	done	2020-08-25 02:57:09.863781
ky	Kyrgyz	TJ	0:00:02.602870	done	2020-08-25 02:57:12.468999
ky	Kyrgyz	KG	0:00:12.493978	done	2020-08-25 02:57:24.965660
ky	Kyrgyz		0:00:17.017887	done	2020-08-25 02:57:41.986253
la	Latin	VA	0:00:09.861725	done	2020-08-25 02:57:52.568552
la	Latin		0:00:09.710561	done	2020-08-25 02:58:02.281620
lad	Ladino	IL	0:00:02.045445	done	2020-08-25 02:58:04.379119
lad	Ladino		0:00:02.486722	done	2020-08-25 02:58:06.868102
lb	Luxembourgish	LU	0:00:16.304237	done	2020-08-25 02:58:23.424511
lb	Luxembourgish	BE	0:00:02.214885	done	2020-08-25 02:58:25.643112
lb	Luxembourgish	DE	0:00:03.480304	done	2020-08-25 02:58:29.125899
lb	Luxembourgish	FR	0:00:06.465811	done	2020-08-25 02:58:35.593969
lb	Luxembourgish		0:00:20.724222	done	2020-08-25 02:58:56.320444
lbe	Lak	RU	0:00:01.382640	done	2020-08-25 02:58:57.747560
lbe	Lak		0:00:01.400071	done	2020-08-25 02:58:59.149838
lez	Lezgian	RU	0:00:03.908392	done	2020-08-25 02:59:03.084218
lez	Lezgian	AZ	0:00:01.309606	done	2020-08-25 02:59:04.396238
lez	Lezgian		0:00:04.371370	done	2020-08-25 02:59:08.769822
lg	Luganda	UG	0:00:02.018663	done	2020-08-25 02:59:10.816421
lg	Luganda		0:00:02.040830	done	2020-08-25 02:59:12.860020
li	Limburgish	BE	0:00:02.025576	done	2020-08-25 02:59:14.953311
li	Limburgish	NL	0:00:05.012401	done	2020-08-25 02:59:19.969259
li	Limburgish		0:00:05.776173	done	2020-08-25 02:59:25.747774
lij	Ligurian	IT	0:00:04.181884	done	2020-08-25 02:59:29.966962
lij	Ligurian	FR	0:00:00.770237	done	2020-08-25 02:59:30.739865
lij	Ligurian		0:00:04.118807	done	2020-08-25 02:59:34.861715
lmo	Lombard	CH	0:00:03.157404	done	2020-08-25 02:59:38.210478
lmo	Lombard	IT	0:00:10.405679	done	2020-08-25 02:59:48.618827
lmo	Lombard		0:00:11.248425	done	2020-08-25 02:59:59.869869
ln	Lingala	CD	0:00:03.036319	done	2020-08-25 03:00:02.944297
ln	Lingala	CG	0:00:01.748578	done	2020-08-25 03:00:04.695472
ln	Lingala		0:00:03.320976	done	2020-08-25 03:00:08.018922
lo	Lao	TH	0:00:00.799077	done	2020-08-25 03:00:08.851034
lo	Lao	KH	0:00:00.846699	done	2020-08-25 03:00:09.700802
lo	Lao	LA	0:00:02.436117	done	2020-08-25 03:00:12.139469
lo	Lao		0:00:02.758751	done	2020-08-25 03:00:14.900989
lrc	Northern Luri	IR	0:00:01.732117	done	2020-08-25 03:00:16.667718
lrc	Northern Luri		0:00:01.773468	done	2020-08-25 03:00:18.443901
lt	Lithuanian	PL	0:00:13.522965	done	2020-08-25 03:00:33.091378
lt	Lithuanian	LT	0:01:01.154829	done	2020-08-25 03:01:34.249209
lt	Lithuanian		0:01:20.104241	done	2020-08-25 03:02:54.355997
ltg	Latgalian	LV	0:00:01.577980	done	2020-08-25 03:02:55.997947
ltg	Latgalian		0:00:01.649480	done	2020-08-25 03:02:57.649575
lv	Latvian	LV	0:00:36.063332	done	2020-08-25 03:03:34.197035
lv	Latvian		0:00:33.519799	done	2020-08-25 03:04:07.719526
mai	Maithili	NP	0:00:01.512446	done	2020-08-25 03:04:09.310815
mai	Maithili	IN	0:00:02.563333	done	2020-08-25 03:04:11.876680
mai	Maithili		0:00:03.059300	done	2020-08-25 03:04:14.938547
map_bms	Banyumasan	ID	0:00:06.900123	done	2020-08-25 03:04:21.891050
map_bms	Banyumasan		0:00:07.218889	done	2020-08-25 03:04:29.112690
mdf	Moksha	RU	0:00:01.405985	done	2020-08-25 03:04:30.542637
mdf	Moksha		0:00:01.588444	done	2020-08-25 03:04:32.133416
mg	Malagasy	MG	0:00:05.422630	done	2020-08-25 03:04:37.892098
mg	Malagasy		0:00:05.442785	done	2020-08-25 03:04:43.337651
mh	Marshallese	MH	0:00:01.412941	done	2020-08-25 03:04:44.786315
mh	Marshallese		0:00:01.313642	done	2020-08-25 03:04:46.102183
mhr	Meadow Mari	RU	0:00:03.057407	done	2020-08-25 03:04:49.219186
mhr	Meadow Mari		0:00:03.060781	done	2020-08-25 03:04:52.282957
mi	Māori	NZ	0:00:00.659753	done	2020-08-25 03:04:52.977888
mi	Māori		0:00:01.481369	done	2020-08-25 03:04:54.461624
min	Minangkabau	ID	0:00:09.954513	done	2020-08-25 03:05:05.245464
min	Minangkabau		0:00:10.002591	done	2020-08-25 03:05:15.250503
mk	Macedonian	GR	0:00:03.654857	done	2020-08-25 03:05:19.545896
mk	Macedonian	BG	0:00:05.392960	done	2020-08-25 03:05:24.942843
mk	Macedonian	MK	0:00:19.591168	done	2020-08-25 03:05:44.536817
mk	Macedonian		0:00:21.699322	done	2020-08-25 03:06:06.239719
ml	Malayalam	IN	0:00:14.534083	done	2020-08-25 03:06:21.174429
ml	Malayalam		0:00:18.655666	done	2020-08-25 03:06:39.833502
mn	Mongolian	MN	0:00:06.571949	done	2020-08-25 03:06:46.520081
mn	Mongolian	CN	0:00:01.886725	done	2020-08-25 03:06:48.408869
mn	Mongolian	RU	0:00:00.783788	done	2020-08-25 03:06:49.195027
mn	Mongolian		0:00:07.899364	done	2020-08-25 03:06:57.096628
mr	Marathi	IN	0:00:09.777369	done	2020-08-25 03:07:07.162312
mr	Marathi		0:00:11.249918	done	2020-08-25 03:07:18.415889
mrj	Hill Mari language	RU	0:00:02.890596	done	2020-08-25 03:07:21.372120
mrj	Hill Mari language		0:00:02.871494	done	2020-08-25 03:07:24.246294
ms	Malay	MY	0:00:33.963823	done	2020-08-25 03:08:00.114363
ms	Malay	TH	0:00:09.610395	done	2020-08-25 03:08:09.728524
ms	Malay	CX	0:00:03.102787	done	2020-08-25 03:08:12.834199
ms	Malay	SG	0:00:14.920068	done	2020-08-25 03:08:27.756804
ms	Malay	CC	0:00:07.952423	done	2020-08-25 03:08:35.712130
ms	Malay	BN	0:00:14.521721	done	2020-08-25 03:08:50.236624
ms	Malay	ID	0:00:47.050526	done	2020-08-25 03:09:37.290175
ms	Malay		0:01:40.057667	done	2020-08-25 03:11:17.350446
mt	Maltese	MT	0:00:04.286274	done	2020-08-25 03:11:21.766239
mt	Maltese		0:00:04.417238	done	2020-08-25 03:11:26.186331
mus	Muscogee	US	0:00:00.807982	done	2020-08-25 03:11:27.017157
mus	Muscogee		0:00:01.510606	done	2020-08-25 03:11:28.530492
mwl	Mirandese	PT	0:00:02.195727	done	2020-08-25 03:11:30.756268
mwl	Mirandese		0:00:02.666500	done	2020-08-25 03:11:33.425541
my	Burmese	MM	0:00:28.272420	done	2020-08-25 03:12:01.922031
my	Burmese		0:00:26.686736	done	2020-08-25 03:12:28.611881
myv	Erzya	RU	0:00:01.530197	done	2020-08-25 03:12:30.186852
myv	Erzya		0:00:01.945074	done	2020-08-25 03:12:32.134820
mzn	Mazanderani	IR	0:00:03.191689	done	2020-08-25 03:12:35.380318
mzn	Mazanderani		0:00:03.490363	done	2020-08-25 03:12:38.872952
na	Nauruan	NR	0:00:01.726243	done	2020-08-25 03:12:40.630090
na	Nauruan		0:00:01.668367	done	2020-08-25 03:12:42.301115
nah	Nahuatl	MX	0:00:02.179601	done	2020-08-25 03:12:44.518233
nah	Nahuatl		0:00:02.435474	done	2020-08-25 03:12:46.956784
zh_min_nan	Southern Min	CN	0:00:12.651839	done	2020-08-25 03:13:02.138871
zh_min_nan	Southern Min	TW	0:00:18.071348	done	2020-08-25 03:13:20.212540
zh_min_nan	Southern Min		0:00:19.843846	done	2020-08-25 03:13:40.060142
nap	Neapolitan	IT	0:00:05.558480	done	2020-08-25 03:13:45.806512
nap	Neapolitan		0:00:05.159479	done	2020-08-25 03:13:50.968555
nds	Low Saxon	DE	0:00:07.781417	done	2020-08-25 03:13:58.941408
nds	Low Saxon	BR	0:00:02.227552	done	2020-08-25 03:14:01.172411
nds	Low Saxon		0:00:07.592118	done	2020-08-25 03:14:08.766811
nds_nl	Dutch Low Saxon	NL	0:00:04.522573	done	2020-08-25 03:14:13.332616
nds_nl	Dutch Low Saxon		0:00:04.919531	done	2020-08-25 03:14:18.254375
ne	Nepali	NP	0:00:04.845916	done	2020-08-25 03:14:23.228042
ne	Nepali	BT	0:00:02.037593	done	2020-08-25 03:14:25.268336
ne	Nepali	IN	0:00:04.714769	done	2020-08-25 03:14:29.985821
ne	Nepali		0:00:07.748347	done	2020-08-25 03:14:37.736922
new	Nepal Bhasa	NP	0:00:02.947109	done	2020-08-25 03:14:41.020175
new	Nepal Bhasa	IN	0:00:03.255355	done	2020-08-25 03:14:44.278470
new	Nepal Bhasa		0:00:04.192317	done	2020-08-25 03:14:48.473246
ng	Ndonga	NA	0:00:01.444745	done	2020-08-25 03:14:49.957089
ng	Ndonga		0:00:01.453228	done	2020-08-25 03:14:51.413142
nl	Dutch	BE	0:01:29.146443	done	2020-08-25 03:16:30.494296
nl	Dutch	NL	0:03:19.386536	done	2020-08-25 03:19:49.884837
nl	Dutch	SR	0:01:00.976611	done	2020-08-25 03:20:50.864840
nl	Dutch	BQ	0:00:40.852208	done	2020-08-25 03:21:31.719981
nl	Dutch	SX	0:00:51.682584	done	2020-08-25 03:22:23.405027
nl	Dutch		0:03:57.982419	done	2020-08-25 03:26:21.389821
nn	Norwegian (Nynorsk)	NO	0:00:46.505091	done	2020-08-25 03:27:09.412000
nn	Norwegian (Nynorsk)		0:00:50.231453	done	2020-08-25 03:27:59.646366
no	Bokmål	NO	0:02:27.289050	done	2020-08-25 03:30:30.197323
no	Bokmål		0:02:18.099736	done	2020-08-25 03:32:48.300443
nrm	Norman	JE	0:00:01.829000	done	2020-08-25 03:32:50.285848
nrm	Norman		0:00:02.112547	done	2020-08-25 03:32:52.400806
nso	Northern Sotho	ZA	0:00:04.352007	done	2020-08-25 03:32:56.799255
nso	Northern Sotho		0:00:04.391714	done	2020-08-25 03:33:01.193648
nv	Navajo	US	0:00:04.776023	done	2020-08-25 03:33:06.071415
nv	Navajo		0:00:04.675344	done	2020-08-25 03:33:10.749702
ny	Chewa	MW	0:00:01.545425	done	2020-08-25 03:33:12.321993
ny	Chewa	MZ	0:00:00.657206	done	2020-08-25 03:33:12.981963
ny	Chewa	ZM	0:00:01.285772	done	2020-08-25 03:33:14.270150
ny	Chewa		0:00:01.714694	done	2020-08-25 03:33:15.987205
oc	Occitan	ES	0:00:03.524335	done	2020-08-25 03:33:19.941082
oc	Occitan	IT	0:00:05.725803	done	2020-08-25 03:33:25.669465
oc	Occitan	FR	0:00:08.534912	done	2020-08-25 03:33:34.206921
oc	Occitan		0:00:09.637556	done	2020-08-25 03:33:43.847210
olo	Livvi-Karelian	RU	0:00:01.568045	done	2020-08-25 03:33:45.455908
olo	Livvi-Karelian		0:00:01.659300	done	2020-08-25 03:33:47.117917
om	Oromo	SO	0:00:00.636072	done	2020-08-25 03:33:47.775342
om	Oromo	ET	0:00:02.453289	done	2020-08-25 03:33:50.230882
om	Oromo	KE	0:00:01.248726	done	2020-08-25 03:33:51.481898
om	Oromo		0:00:02.766221	done	2020-08-25 03:33:54.250525
or	Odia	IN	0:00:05.247429	done	2020-08-25 03:33:59.556114
or	Odia		0:00:06.590132	done	2020-08-25 03:34:06.148488
os	Ossetian	RU	0:00:04.368561	done	2020-08-25 03:34:10.582967
os	Ossetian	GE	0:00:03.176755	done	2020-08-25 03:34:13.762310
os	Ossetian		0:00:05.661330	done	2020-08-25 03:34:19.426213
pa	Punjabi	PK	0:00:03.746452	done	2020-08-25 03:34:23.338446
pa	Punjabi	IN	0:00:06.490907	done	2020-08-25 03:34:29.832185
pa	Punjabi		0:00:08.588020	done	2020-08-25 03:34:38.422775
pag	Pangasinan	PH	0:00:01.547947	done	2020-08-25 03:34:40.010945
pag	Pangasinan		0:00:01.673853	done	2020-08-25 03:34:41.687425
pam	Kapampangan	PH	0:00:03.153249	done	2020-08-25 03:34:44.892028
pam	Kapampangan		0:00:03.377579	done	2020-08-25 03:34:48.272332
pap	Papiamento	NL	0:00:02.109431	done	2020-08-25 03:34:50.409170
pap	Papiamento	BQ	0:00:01.351624	done	2020-08-25 03:34:51.762911
pap	Papiamento		0:00:02.082251	done	2020-08-25 03:34:53.847506
pcd	Picard	BE	0:00:00.657691	done	2020-08-25 03:34:54.533356
pcd	Picard	FR	0:00:02.926899	done	2020-08-25 03:34:57.462538
pcd	Picard		0:00:03.784394	done	2020-08-25 03:35:01.249261
pdc	Pennsylvania German	US	0:00:02.867477	done	2020-08-25 03:35:04.139882
pdc	Pennsylvania German		0:00:02.838317	done	2020-08-25 03:35:06.980388
pfl	Palatinate German	DE	0:00:02.128187	done	2020-08-25 03:35:09.132203
pfl	Palatinate German	FR	0:00:01.297806	done	2020-08-25 03:35:10.432157
pfl	Palatinate German		0:00:02.393926	done	2020-08-25 03:35:12.828450
pi	Pali	IN	0:00:01.492066	done	2020-08-25 03:35:14.345185
pi	Pali		0:00:01.577149	done	2020-08-25 03:35:15.924646
pih	Norfuk	NF	0:00:01.309871	done	2020-08-25 03:35:17.254730
pih	Norfuk		0:00:01.313293	done	2020-08-25 03:35:18.570164
pl	Polish	CZ	0:00:26.424847	done	2020-08-25 03:35:53.637804
pl	Polish	PL	0:06:52.165705	done	2020-08-25 03:42:45.806414
pl	Polish	UA	0:00:31.992961	done	2020-08-25 03:43:17.801866
pl	Polish	SK	0:00:08.776524	done	2020-08-25 03:43:26.580814
pl	Polish		0:07:02.498721	done	2020-08-25 03:50:29.082196
pms	Piedmontese	IT	0:00:10.093211	done	2020-08-25 03:50:39.918183
pms	Piedmontese		0:00:09.293607	done	2020-08-25 03:50:49.216146
pnb	Lahnda languages	AF	0:00:02.244335	done	2020-08-25 03:50:51.717864
pnb	Lahnda languages	PK	0:00:08.555351	done	2020-08-25 03:51:00.275646
pnb	Lahnda languages	IN	0:00:03.185063	done	2020-08-25 03:51:03.462783
pnb	Lahnda languages		0:00:11.294286	done	2020-08-25 03:51:14.759360
pnt	Pontic Greek	GR	0:00:00.643825	done	2020-08-25 03:51:15.431813
pnt	Pontic Greek		0:00:01.341626	done	2020-08-25 03:51:16.775735
ps	Pashto	IR	0:00:01.784379	done	2020-08-25 03:51:18.621515
ps	Pashto	AF	0:00:02.344069	done	2020-08-25 03:51:20.968723
ps	Pashto	PK	0:00:02.386051	done	2020-08-25 03:51:23.357409
ps	Pashto	TJ	0:00:01.811461	done	2020-08-25 03:51:25.171367
ps	Pashto		0:00:04.211761	done	2020-08-25 03:51:29.385884
pt	Portuguese	AO	0:00:33.864662	done	2020-08-25 03:52:09.039554
pt	Portuguese	CV	0:00:34.590147	done	2020-08-25 03:52:43.633354
pt	Portuguese	BR	0:03:03.179648	done	2020-08-25 03:55:46.815700
pt	Portuguese	GW	0:00:32.825159	done	2020-08-25 03:56:19.643877
pt	Portuguese	TL	0:00:29.933763	done	2020-08-25 03:56:49.580269
pt	Portuguese	ST	0:00:32.229521	done	2020-08-25 03:57:21.812582
pt	Portuguese	MZ	0:00:35.788113	done	2020-08-25 03:57:57.603281
pt	Portuguese	MO	0:00:25.072901	done	2020-08-25 03:58:22.678875
pt	Portuguese	PT	0:01:32.861248	done	2020-08-25 03:59:55.543281
pt	Portuguese		0:04:13.314047	done	2020-08-25 04:04:08.860493
qu	Southern Quechua	PE	0:00:02.845774	done	2020-08-25 04:04:12.075461
qu	Southern Quechua		0:00:03.651249	done	2020-08-25 04:04:15.729240
rm	Romansh	CH	0:00:02.278545	done	2020-08-25 04:04:18.039494
rm	Romansh		0:00:02.584195	done	2020-08-25 04:04:20.626068
rmy	Romani	RO	0:00:01.497584	done	2020-08-25 04:04:22.143516
